"REF_DATE","GEO","DGUID","Income percentiles","Age group","Tax and transfer type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2001","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2002","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2003","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2004","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2006","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2007","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2008","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2009","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2010","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2011","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2014","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2015","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2016","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2017","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2018","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","x","","","0"
"2019","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"2020","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","x","","","0"
"2021","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 5.1% to 10%","Persons","249","units","0","v121167343","3.2.1.1.13","","F","","","0"
"1992","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"1993","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"1994","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"1995","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"1996","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"1997","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","F","","","0"
"1998","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"1999","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"2001","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","F","","","0"
"2002","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","F","","","0"
"2003","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"2004","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"2005","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"2006","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","F","","","0"
"2007","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","F","","","0"
"2008","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","F","","","0"
"2009","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","F","","","0"
"2010","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
"2011","Newfoundland and Labrador","2016A000210","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 10.1% to 15%","Persons","249","units","0","v121167344","3.2.1.1.14","","x","","","0"
